product,Cadereyta total libreImpuestos,Cadereyta Ctdad Ordenada,Coahuila total libreImpuestos,Coahuila Ctdad Ordenada,Durango total libreImpuestos,Durango Ctdad Ordenada,Expos F total libreImpuestos,Expos F Ctdad Ordenada,Laredo total libreImpuestos,Laredo Ctdad Ordenada,Monterrey total libreImpuestos,Monterrey Ctdad Ordenada,Online total libreImpuestos,Online Ctdad Ordenada,Queretaro total libreImpuestos,Queretaro Ctdad Ordenada,Reynosa total libreImpuestos,Reynosa Ctdad Ordenada,San Luis total libreImpuestos,San Luis Ctdad Ordenada,Total libreImpuestos,Ctdad Ordenada,fecha
,,,,,,,,,,,,,,,10512.46,3.5,,,,,10512.46,3.5,08 abr 2022
,,,,,,,,,,,18207.805,3.5,,,,,,,,,18207.805,3.5,08 abr 2022
Producto 21,192984.68,140,,,,,,,,,15168.895,7,,,25487.84,14,,,,,233641.415,161,08 abr 2022
Producto 64,,,,,,,,,,,,,,,7589.085,3.5,,,,,7589.085,3.5,08 abr 2022
Producto 65,,,,,,,,,,,,,,,16247.21,7,,,,,16247.21,7,08 abr 2022
Producto 89,,,,,,,,,,,,,,,24370.815,10.5,,,,,24370.815,10.5,08 abr 2022
,,,,,,,,,,,,,,,,,7775.145,3.5,,,7775.145,3.5,08 abr 2022
,,,,,,,,,,,26408.725,10.5,,,,,,,,,26408.725,10.5,08 abr 2022
Producto 90,,,,,,,,,,,13577.585,3.5,,,,,,,,,13577.585,3.5,08 abr 2022
Producto 91,,,,,,,,,,,22252.37,3.5,,,,,,,,,22252.37,3.5,08 abr 2022
Producto 36,,,,,,,,,,,34899.27,3.5,,,,,,,34079.185,3.5,68978.455,7,08 abr 2022
Producto 52,,,,,,,,,,,8646.75,3.5,,,,,,,,,8646.75,3.5,08 abr 2022
Producto 66,,,,,,,,,,,,,,,,,,,11312.105,3.5,11312.105,3.5,08 abr 2022
Producto 53,,,,,,,,,,,20377.805,3.5,,,,,,,,,20377.805,3.5,08 abr 2022
Producto 67,,,,,,,,,,,,,,,,,,,29792.105,3.5,29792.105,3.5,08 abr 2022
Producto 23,,,,,,,,,,,76401.88500000001,3.5,,,,,,,144318.125,7,220720.01,10.5,08 abr 2022
Producto 57,,,,,,,,,,,183613.85,3.5,,,,,,,,,183613.85,3.5,08 abr 2022
Producto 1,,,,,,,,,,,12531.47,3.5,,,,,,,,,12531.47,3.5,09 abr 2022
Producto 92,,,,,,,,,,,17566.85,3.5,,,18445.175,3.5,,,,,36012.025,7,09 abr 2022
Producto 25,,,,,,,,,,,20938.855,3.5,,,,,,,,,20938.855,3.5,09 abr 2022
Producto 45,,,,,,,,,,,,,,,29311.065,3.5,,,,,29311.065,3.5,09 abr 2022
Producto 2,,,,,,,,,,,16901.78,3.5,,,,,,,,,16901.78,3.5,09 abr 2022
Producto 3,,,,,20879.145,3.5,,,,,,,,,,,,,,,20879.145,3.5,09 abr 2022
Producto 4,,,,,,,,,,,18158.805,3.5,,,,,,,,,18158.805,3.5,09 abr 2022
Producto 6,,,,,,,,,36929.62,3.5,,,,,,,,,,,36929.62,3.5,09 abr 2022
Producto 93,,,,,,,,,,,,,,,29791.44,3.5,,,,,29791.44,3.5,09 abr 2022
Producto 8,,,,,,,,,33866.945,3.5,102701.935,14,,,,,,,,,136568.88,17.5,09 abr 2022
Producto 9,,,,,,,,,,,,,,,29952.79,3.5,,,,,29952.79,3.5,09 abr 2022
Producto 10,,,,,,,,,,,39801.79,3.5,,,39702.285,3.5,,,46435.445,3.5,125939.52,10.5,09 abr 2022
Producto 11,,,,,,,,,,,12685.75,3.5,,,,,,,,,12685.75,3.5,09 abr 2022
Producto 12,,,14338.415,3.5,,,,,,,29627.115,7,,,,,,,,,43965.53,10.5,09 abr 2022
Producto 68,,,,,,,,,,,12073.915,3.5,,,12043.71,3.5,,,,,24117.625,7,09 abr 2022
Producto 94,,,,,,,,,,,10737.825,3.5,,,,,,,,,10737.825,3.5,09 abr 2022
Producto 28,,,,,,,,,,,23283.54,3.5,,,,,,,,,23283.54,3.5,09 abr 2022
Producto 15,,,,,,,,,,,,,,,39004.35,3.5,,,,,39004.35,3.5,09 abr 2022
Producto 16,,,29276.1,3.5,,,,,28507.29,3.5,75098.415,10.5,,,,,,,,,132881.805,17.5,09 abr 2022
Producto 95,,,,,,,,,,,15083.18,3.5,,,,,,,,,15083.18,3.5,09 abr 2022
Producto 17,,,,,,,,,37388.82,3.5,,,,,,,,,,,37388.82,3.5,09 abr 2022
Producto 32,,,,,,,,,6499.884999999999,3.5,5763.45,3.5,,,,,,,,,12263.335,7,09 abr 2022
Producto 20,,,84126.875,3.5,,,,,,,,,,,,,,,,,84126.875,3.5,09 abr 2022
Producto 79,,,22928.01,3.5,,,,,,,,,,,,,,,,,22928.01,3.5,09 abr 2022
,,,,,,,,,,,10011.995,3.5,,,,,,,,,10011.995,3.5,09 abr 2022
,,,,,,,,,,,26333.79,7,,,,,,,,,26333.79,7,09 abr 2022
Producto 21,,,7989.660000000001,3.5,,,,,,,,,,,,,,,,,7989.660000000001,3.5,09 abr 2022
,,,,,,,,,,,,,,,6459.775000000001,3.5,,,,,6459.775000000001,3.5,09 abr 2022
,,,7543.025000000001,3.5,,,,,,,27735.365,14,,,7185.99,3.5,9027.235,3.5,,,51491.615,24.5,09 abr 2022
,,,,,,,,,,,18060.875,7,,,,,,,,,18060.875,7,09 abr 2022
Producto 96,,,,,,,,,,,100452.835,3.5,,,,,,,,,100452.835,3.5,09 abr 2022
Producto 91,,,43452.92000000001,7,,,,,,,18207.665,3.5,,,,,,,,,61660.58500000001,10.5,09 abr 2022
Producto 22,,,,,,,,,,,43818.355,7,,,69015.73,10.5,,,,,112834.085,17.5,09 abr 2022
Producto 50,,,,,,,,,,,,,,,,,,,27244.175,3.5,27244.175,3.5,09 abr 2022
Producto 36,,,,,,,,,,,34305.95,3.5,,,,,,,,,34305.95,3.5,09 abr 2022
Producto 75,,,,,,,,,,,52711.54,3.5,,,,,,,,,52711.54,3.5,09 abr 2022
Producto 54,,,,,,,,,,,72081.555,3.5,,,,,,,,,72081.555,3.5,09 abr 2022
Producto 42,,,,,,,,,,,,,,,68577.145,3.5,,,,,68577.145,3.5,09 abr 2022
Producto 43,,,,,,,,,,,55601.63,3.5,,,,,,,,,55601.63,3.5,09 abr 2022
Producto 23,,,,,,,,,,,215628.525,10.5,,,,,,,72802.94,3.5,288431.465,14,09 abr 2022
Producto 59,,,35302.05,3.5,,,,,,,34535.935,3.5,,,,,,,,,69837.98500000002,7,09 abr 2022
Producto 2,,,,,,,,,22294.09,3.5,,,,,,,,,35493.71,7,57787.8,10.5,10 abr 2022
Producto 3,,,,,,,,,,,,,,,26048.085,3.5,,,,,26048.085,3.5,10 abr 2022
Producto 82,,,,,,,,,,,20730.92,3.5,,,,,,,,,20730.92,3.5,10 abr 2022
Producto 26,,,,,,,,,,,47464.83,3.5,,,,,,,,,47464.83,3.5,10 abr 2022
Producto 7,,,,,,,,,25416.335,3.5,67609.955,10.5,,,,,,,23663.465,3.5,116689.755,17.5,10 abr 2022
Producto 97,,,,,,,,,,,,,,,,,,,22100.505,3.5,22100.505,3.5,10 abr 2022
Producto 8,,,31531.29,3.5,,,,,,,25675.475,3.5,,,,,,,,,57206.765,7,10 abr 2022
Producto 9,,,,,,,,,,,63058.52,7,,,,,,,,,63058.52,7,10 abr 2022
Producto 10,,,37044.105,3.5,,,,,,,82035.905,7,,,,,,,,,119080.01,10.5,10 abr 2022
Producto 11,,,,,,,,,,,10846.325,3.5,,,,,,,,,10846.325,3.5,10 abr 2022
Producto 12,,,,,,,,,,,53544.47,14,,,,,,,,,53544.47,14,10 abr 2022
Producto 28,,,,,,,,,,,27008.59,3.5,,,,,,,,,27008.59,3.5,10 abr 2022
Producto 29,,,,,,,,,,,,,,,31224.305,3.5,,,,,31224.305,3.5,10 abr 2022
Producto 15,,,41080.06,3.5,,,,,,,,,,,,,,,,,41080.06,3.5,10 abr 2022
Producto 16,,,,,,,,,,,25277.42,3.5,,,,,28516.32,3.5,,,53793.74,7,10 abr 2022
Producto 31,,,,,,,,,31728.55,3.5,,,,,,,,,,,31728.55,3.5,10 abr 2022
Producto 17,,,,,,,,,,,75713.33,7,,,,,,,,,75713.33,7,10 abr 2022
Producto 32,,,,,,,,,,,5475.26,3.5,,,,,,,,,5475.26,3.5,10 abr 2022
Producto 98,,,,,,,,,26912.585,3.5,,,,,,,,,,,26912.585,3.5,10 abr 2022
Producto 99,,,,,,,,,,,26671.96,3.5,,,,,,,,,26671.96,3.5,10 abr 2022
Producto 100,,,,,,,,,,,25675.51,3.5,,,,,,,,,25675.51,3.5,10 abr 2022
Producto 33,,,,,,,,,,,30341.395,7,,,,,,,,,30341.395,7,10 abr 2022
,,,,,,,,,,,30035.95,10.5,,,,,,,,,30035.95,10.5,10 abr 2022
,,,12743.92,3.5,,,,,,,,,,,,,,,,,12743.92,3.5,10 abr 2022
,,,,,,,,,,,14565.215,3.5,,,,,,,,,14565.215,3.5,10 abr 2022
Producto 21,,,,,,,,,,,25072.32,17.5,,,,,,,,,25072.32,17.5,10 abr 2022
,,,,,,,,,,,49067.2,24.5,,,7564.199999999999,3.5,,,7185.99,3.5,63817.39,31.5,10 abr 2022
,,,,,,,,,,,8798.895,3.5,,,,,,,9238.81,3.5,18037.705,7,10 abr 2022
Producto 91,,,,,,,,,,,36421.105,7,,,,,,,,,36421.105,7,10 abr 2022
Producto 22,,,,,,,,,,,21910.84,3.5,,,,,,,,,21910.84,3.5,10 abr 2022
Producto 101,,,,,,,,,,,30169.405,3.5,,,,,,,,,30169.405,3.5,10 abr 2022
Producto 36,,,,,,,,,45254.44,3.5,,,,,,,,,,,45254.44,3.5,10 abr 2022
Producto 102,,,,,,,,,,,27574.855,3.5,,,,,,,,,27574.855,3.5,10 abr 2022
Producto 52,,,,,,,,,,,9982.07,3.5,,,,,,,,,9982.07,3.5,10 abr 2022
Producto 103,,,,,,,,,,,73897.81,7,,,,,,,,,73897.81,7,10 abr 2022
Producto 42,,,,,,,,,,,,,,,,,,,54918.43,3.5,54918.43,3.5,10 abr 2022
Producto 43,,,,,,,,,,,59786.685,3.5,,,,,,,,,59786.685,3.5,10 abr 2022
Producto 23,,,,,,,,,,,76401.88500000001,3.5,,,,,,,,,76401.88500000001,3.5,10 abr 2022
Producto 59,,,,,,,,,,,32809.14,3.5,,,,,,,,,32809.14,3.5,10 abr 2022
Producto 104,,,,,,,,,,,34428.205,3.5,,,,,,,,,34428.205,3.5,10 abr 2022
Producto 60,,,,,,,,,,,45839.43,3.5,,,,,,,,,45839.43,3.5,10 abr 2022
Producto 105,,,,,,,,,,,,,,,10093.685,3.5,,,,,10093.685,3.5,10 abr 2022
Producto 106,,,,,,,,,,,,,,,,,,,20462.785,3.5,20462.785,3.5,11 abr 2022
Producto 5,,,,,,,,,26741.015,3.5,,,,,,,,,,,26741.015,3.5,11 abr 2022
Producto 107,,,,,,,,,,,31795.995,3.5,,,,,,,,,31795.995,3.5,11 abr 2022
Producto 7,19268.83,3.5,,,,,,,,,,,,,,,,,,,19268.83,3.5,11 abr 2022
Producto 8,25945.745,3.5,,,,,,,,,,,,,,,,,25072.11,3.5,51017.855,7,11 abr 2022
Producto 11,,,11988.06,3.5,,,,,,,23532.075,7,,,22777.3,7,,,,,58297.435,17.5,11 abr 2022
Producto 12,,,15094.765,3.5,,,,,15400.525,3.5,15971.48,3.5,,,,,,,,,46466.77,10.5,11 abr 2022
Producto 13,,,,,,,,,,,72397.84999999999,10.5,,,,,,,,,72397.84999999999,10.5,11 abr 2022
Producto 27,,,,,,,,,,,14869.785,3.5,18261.145,3.5,,,,,,,33130.93,7,11 abr 2022
Producto 108,,,,,,,,,,,20635.895,3.5,,,,,,,,,20635.895,3.5,11 abr 2022
Producto 28,27008.59,3.5,,,,,,,,,58597.59499999999,7,,,28359.03,3.5,,,,,113965.215,14,11 abr 2022
Producto 29,,,,,,,,,,,24353.945,3.5,,,31224.305,3.5,,,31224.305,3.5,86802.555,10.5,11 abr 2022
Producto 15,,,,,,,,,,,,,,,,,,,39250.715,3.5,39250.715,3.5,11 abr 2022
Producto 16,,,35488.81,7,,,,,,,77379.96,10.5,,,,,,,,,112868.77,17.5,11 abr 2022
Producto 31,,,,,,,,,,,,,,,29540.35,3.5,,,,,29540.35,3.5,11 abr 2022
Producto 17,,,,,,,,,,,70726.21500000001,7,,,,,,,,,70726.21500000001,7,11 abr 2022
Producto 109,,,,,,,,,,,,,,,12620.09,7,,,,,12620.09,7,11 abr 2022
Producto 32,,,14155.82,7,,,,,,,,,6370.84,3.5,,,,,,,20526.66,10.5,11 abr 2022
Producto 72,,,,,,,,,,,29030.645,3.5,,,,,,,,,29030.645,3.5,11 abr 2022
Producto 110,,,,,,,,,,,25411.855,3.5,,,,,,,,,25411.855,3.5,11 abr 2022
Producto 99,,,26605.285,3.5,,,,,,,,,,,,,,,,,26605.285,3.5,11 abr 2022
Producto 34,,,20936.65,3.5,,,,,,,,,,,,,,,,,20936.65,3.5,11 abr 2022
Producto 35,,,29132.985,3.5,,,,,,,,,,,,,,,,,29132.985,3.5,11 abr 2022
,,,12295.255,3.5,,,,,,,10011.995,3.5,,,,,,,,,22307.25,7,11 abr 2022
Producto 21,,,35563.255,21,,,,,,,19146.89,14,,,13083.49,7,,,,,67793.63500000001,42,11 abr 2022
,,,53056.95499999999,24.5,,,,,7718.27,3.5,21531.93,10.5,,,14371.98,7,,,,,96679.13500000001,45.5,11 abr 2022
,,,9957.394999999999,3.5,,,,,,,54535.6,21,,,28418.845,10.5,,,10805.655,3.5,103717.495,38.5,11 abr 2022
,,,28034.02,7,,,,,,,13349.56,3.5,,,,,,,,,41383.57999999999,10.5,11 abr 2022
Producto 22,,,,,,,,,,,43818.355,7,,,,,,,23083.9,3.5,66902.255,10.5,11 abr 2022
Producto 50,,,,,,,,,,,26766.215,3.5,,,55920.06,7,,,,,82686.27500000001,10.5,11 abr 2022
Producto 36,,,,,,,,,,,68614.595,7,,,42133.455,3.5,,,,,110748.05,10.5,11 abr 2022
,,,,,,,,,,,,,,,112638.26,3.5,,,130647.44,3.5,243285.7,7,11 abr 2022
Producto 111,,,,,,,,,,,32940.74,3.5,,,,,,,,,32940.74,3.5,11 abr 2022
Producto 112,,,20215.51,3.5,,,,,,,,,,,,,,,,,20215.51,3.5,11 abr 2022
Producto 54,,,,,,,,,,,88011.665,3.5,,,,,,,,,88011.665,3.5,11 abr 2022
Producto 42,,,,,,,,,,,,,,,,,,,54529.125,3.5,54529.125,3.5,11 abr 2022
Producto 23,,,84479.745,3.5,,,,,,,,,,,84444.185,3.5,,,,,168923.93,7,11 abr 2022
Producto 113,,,,,,,,,,,3946.565,3.5,,,,,,,,,3946.565,3.5,11 abr 2022
Producto 59,,,,,,,,,,,32809.14,3.5,,,,,,,,,32809.14,3.5,11 abr 2022
Producto 1,,,,,,,,,,,,,,,12742.52,3.5,,,,,12742.52,3.5,12 abr 2022
Producto 114,,,,,,,,,,,18283.79,3.5,,,,,,,,,18283.79,3.5,12 abr 2022
Producto 3,,,,,,,,,,,70713.79,10.5,,,,,,,,,70713.79,10.5,12 abr 2022
Producto 115,,,,,,,,,,,23395.68,3.5,,,,,,,,,23395.68,3.5,12 abr 2022
Producto 7,,,39828.285,7,,,,,,,,,,,,,,,,,39828.285,7,12 abr 2022
Producto 8,,,31531.29,3.5,,,,,,,,,,,,,,,,,31531.29,3.5,12 abr 2022
Producto 9,,,,,,,,,,,33364.31,3.5,,,35032.48,3.5,,,,,68396.79,7,12 abr 2022
Producto 11,,,,,,,,,,,,,,,,,,,12374.355,3.5,12374.355,3.5,12 abr 2022
Producto 12,,,13025.005,3.5,,,,,,,,,,,,,,,16770.075,3.5,29795.08,7,12 abr 2022
Producto 13,,,20148.52,3.5,,,,,27216.21,3.5,,,,,,,,,,,47364.73,7,12 abr 2022
Producto 108,,,19976.81,3.5,,,,,,,,,,,,,,,,,19976.81,3.5,12 abr 2022
Producto 69,,,,,,,,,,,,,,,,,25734.695,3.5,,,25734.695,3.5,12 abr 2022
Producto 15,,,,,,,,,,,37147.005,3.5,,,41057.24,3.5,,,,,78204.245,7,12 abr 2022
Producto 30,,,,,,,,,28017.71,3.5,,,,,,,,,,,28017.71,3.5,12 abr 2022
Producto 16,,,,,,,,,,,50554.84,7,,,,,,,,,50554.84,7,12 abr 2022
Producto 17,,,,,,,,,,,40815.81,3.5,,,,,,,,,40815.81,3.5,12 abr 2022
Producto 32,,,,,,,,,,,5763.45,3.5,,,,,,,,,5763.45,3.5,12 abr 2022
Producto 34,,,,,,,,,,,20936.65,3.5,,,,,,,,,20936.65,3.5,12 abr 2022
,,,21024.885,7,,,,,,,,,,,,,,,,,21024.885,7,12 abr 2022
,,,,,,,,,14905.17,3.5,,,,,,,,,,,14905.17,3.5,12 abr 2022
Producto 21,,,10927.77,7,,,,,,,5744.06,3.5,,,6030.395,3.5,,,,,22702.225,14,12 abr 2022
Producto 64,,,12295.955,3.5,,,,,,,,,,,,,,,,,12295.955,3.5,12 abr 2022
,,,24593.52,10.5,,,,,,,8004.43,3.5,,,8404.69,3.5,,,,,41002.64,17.5,12 abr 2022
,,,9511.145,3.5,,,,,,,26396.65,10.5,,,,,,,9238.81,3.5,45146.605,17.5,12 abr 2022
,,,14017.01,3.5,,,,,,,,,,,,,12859.21,3.5,,,26876.22,7,12 abr 2022
Producto 22,,,,,,,,,,,,,,,,,,,23006.41,3.5,23006.41,3.5,12 abr 2022
Producto 50,,,,,,,,,,,56294.035,7,,,,,,,,,56294.035,7,12 abr 2022
Producto 23,,,77239.26000000001,3.5,,,,,,,,,,,,,,,,,77239.26000000001,3.5,12 abr 2022
Producto 104,,,,,,,,,,,190093.75,17.5,,,,,,,,,190093.75,17.5,12 abr 2022
Producto 2,,,,,,,,,,,16056.67,3.5,,,,,,,,,16056.67,3.5,13 abr 2022
Producto 6,,,32285.435,3.5,,,,,,,,,,,,,,,,,32285.435,3.5,13 abr 2022
Producto 82,,,,,,,,,,,,,,,26798.975,3.5,,,,,26798.975,3.5,13 abr 2022
Producto 7,,,,,,,,,,,,,,,,,,,20232.275,3.5,20232.275,3.5,13 abr 2022
Producto 97,,,24556.105,3.5,,,,,,,,,,,,,,,,,24556.105,3.5,13 abr 2022
Producto 8,,,,,,,,,,,,,,,,,,,26959.275,3.5,26959.275,3.5,13 abr 2022
Producto 9,,,,,,,,,,,28526.47,3.5,,,,,,,,,28526.47,3.5,13 abr 2022
Producto 10,,,36983.835,3.5,,,,,,,,,,,,,,,,,36983.835,3.5,13 abr 2022
Producto 11,,,,,,,,,,,11924.605,3.5,,,23376.71,7,,,,,35301.315,10.5,13 abr 2022
Producto 12,,,,,,,,,15400.525,3.5,13655.635,3.5,,,14338.415,3.5,,,,,43394.575,10.5,13 abr 2022
Producto 47,,,,,,,,,19709.55,3.5,,,,,,,,,,,19709.55,3.5,13 abr 2022
Producto 116,,,,,,,,,,,16533.58,3.5,,,,,,,,,16533.58,3.5,13 abr 2022
Producto 13,,,21665.07,3.5,,,,,54432.45499999999,7,,,,,,,,,,,76097.52500000001,10.5,13 abr 2022
Producto 108,,,,,,,,,27219.5,3.5,,,,,,,,,,,27219.5,3.5,13 abr 2022
Producto 28,,,,,,,,,,,47519.85,7,,,,,,,,,47519.85,7,13 abr 2022
Producto 16,,,31042.445,3.5,,,,,,,,,,,,,,,,,31042.445,3.5,13 abr 2022
Producto 31,,,58256.66,7,,,,,,,,,,,,,,,,,58256.66,7,13 abr 2022
Producto 17,,,,,,,,,,,,,,,,,,,36642.41,3.5,36642.41,3.5,13 abr 2022
Producto 49,,,,,,,,,,,,,39452.315,3.5,,,,,,,39452.315,3.5,13 abr 2022
Producto 33,,,,,,,,,,,30341.395,7,,,,,,,,,30341.395,7,13 abr 2022
Producto 35,,,29132.985,3.5,,,,,,,,,,,,,,,,,29132.985,3.5,13 abr 2022
,,,12106.745,3.5,,,,,,,40529.895,10.5,,,,,,,,,52636.64,14,13 abr 2022
,,,14528.08,3.5,,,,,,,,,,,,,,,,,14528.08,3.5,13 abr 2022
Producto 21,,,,,,,,,,,,,,,20106.73,14,,,,,20106.73,14,13 abr 2022
,,,,,,,,,15436.54,7,47112.135,24.5,,,7185.99,3.5,,,,,69734.665,35,13 abr 2022
,,,18015.69,7,,,,,,,17157.84,7,,,9238.81,3.5,,,,,44412.34,17.5,13 abr 2022
,,,,,,,,,,,,,,,,,,,14754.775,3.5,14754.775,3.5,13 abr 2022
Producto 101,,,,,,,,,,,25794.86,3.5,,,,,,,,,25794.86,3.5,13 abr 2022
Producto 36,,,37920.12,3.5,,,,,,,,,,,,,,,38320.38,3.5,76240.5,7,13 abr 2022
Producto 117,,,,,,,,,,,42047.215,3.5,,,,,,,,,42047.215,3.5,13 abr 2022
,,,,,,,,,,,,,,,,,,,89963.335,3.5,89963.335,3.5,13 abr 2022
Producto 118,,,,,,,,,,,39116.49,3.5,,,,,,,,,39116.49,3.5,13 abr 2022
Producto 119,,,,,,,,,,,,,,,63545.195,3.5,,,,,63545.195,3.5,13 abr 2022
Producto 103,,,,,,,,,,,35390.81,3.5,,,,,,,,,35390.81,3.5,13 abr 2022
Producto 43,,,60764.48,3.5,,,,,,,,,,,,,,,,,60764.48,3.5,13 abr 2022
Producto 23,,,185916.57,7,,,,,,,,,,,,,,,,,185916.57,7,13 abr 2022
Producto 59,,,35900.375,3.5,,,,,,,,,,,,,,,,,35900.375,3.5,13 abr 2022
Producto 1,,,,,,,,,,,12135.725,3.5,,,,,26573.54,7,,,38709.265,10.5,14 abr 2022
Producto 114,,,,,,,,,,,20315.085,3.5,,,,,,,,,20315.085,3.5,14 abr 2022
Producto 120,,,,,,,,,,,31005.94,3.5,,,,,,,,,31005.94,3.5,14 abr 2022
Producto 2,,,,,,,,,,,36669.92000000001,7,,,,,,,18680.935,3.5,55350.855,10.5,14 abr 2022
Producto 3,,,,,,,,,24917.55,3.5,,,,,,,,,,,24917.55,3.5,14 abr 2022
Producto 6,,,,,,,,,,,31106.705,3.5,,,,,,,,,31106.705,3.5,14 abr 2022
Producto 82,,,,,,,,,,,23991.485,3.5,,,,,,,,,23991.485,3.5,14 abr 2022
Producto 93,,,,,,,,,,,26954.165,3.5,,,,,,,29916.88,3.5,56871.04500000001,7,14 abr 2022
Producto 26,55514.445,3.5,,,,,,,,,,,,,,,,,,,55514.445,3.5,14 abr 2022
Producto 7,,,,,,,,,21730.94,3.5,,,,,,,,,,,21730.94,3.5,14 abr 2022
Producto 8,,,,,,,,,,,29014.79,3.5,,,28378.175,3.5,,,28378.175,3.5,85771.14,10.5,14 abr 2022
Producto 10,,,,,,,,,,,76254.815,7,,,,,,,,,76254.815,7,14 abr 2022
Producto 11,,,,,,,,,,,11924.605,3.5,,,,,,,,,11924.605,3.5,14 abr 2022
Producto 121,,,,,,,,,,,11580.485,3.5,,,,,,,,,11580.485,3.5,14 abr 2022
Producto 12,,,,,,,,,,,13655.635,3.5,,,42860.05500000001,10.5,,,,,56515.69,14,14 abr 2022
Producto 13,,,,,,,,,,,41266.75,7,,,,,,,,,41266.75,7,14 abr 2022
Producto 68,,,14086.24,3.5,,,,,,,,,,,,,,,,,14086.24,3.5,14 abr 2022
Producto 29,,,35606.69,3.5,,,,,,,,,,,,,,,,,35606.69,3.5,14 abr 2022
Producto 16,,,31042.445,3.5,,,,,,,25330.655,3.5,,,27938.19,3.5,,,,,84311.29,10.5,14 abr 2022
Producto 31,,,,,,,,,,,,,,,,,,,29540.35,3.5,29540.35,3.5,14 abr 2022
Producto 32,,,,,,,,,,,5763.45,3.5,,,,,,,,,5763.45,3.5,14 abr 2022
Producto 70,,,27456.905,3.5,,,,,,,,,,,,,,,,,27456.905,3.5,14 abr 2022
Producto 71,,,0,0,,,,,,,,,,,,,,,,,0,0,14 abr 2022
Producto 63,,,,,,,,,,,33186.65,3.5,,,,,,,,,33186.65,3.5,14 abr 2022
,,,,,,,,,,,21721.91,7,,,,,,,,,21721.91,7,14 abr 2022
,,,,,,,,,,,24275.37,7,,,,,,,,,24275.37,7,14 abr 2022
,,,,,,,,,,,14565.215,3.5,,,,,,,,,14565.215,3.5,14 abr 2022
Producto 21,,,,,,,,,68197.5,42,26041.225,17.5,,,23516.745,14,,,,,117755.47,73.5,14 abr 2022
Producto 64,,,,,,,,,11291.805,3.5,,,,,,,,,,,11291.805,3.5,14 abr 2022
,,,14560.07,7,,,,,,,,,,,,,,,,,14560.07,7,14 abr 2022
,,,10805.655,3.5,,,,,,,9261.980000000001,3.5,,,18477.62,7,,,18477.62,7,57022.875,21,14 abr 2022
Producto 91,,,,,,,,,,,18210.535,3.5,,,,,,,,,18210.535,3.5,14 abr 2022
Producto 22,,,,,,,,,,,21910.84,3.5,,,,,,,,,21910.84,3.5,14 abr 2022
Producto 54,,,,,,,,,,,83611.08,3.5,,,,,,,,,83611.08,3.5,14 abr 2022
Producto 103,,,86214.13500000001,7,,,,,,,,,,,,,,,,,86214.13500000001,7,14 abr 2022
Producto 57,,,,,,,,,,,100531.48,3.5,,,,,,,,,100531.48,3.5,14 abr 2022
Producto 59,,,,,,,,,43276.835,3.5,,,,,,,,,,,43276.835,3.5,14 abr 2022
Producto 60,,,,,,,,,,,45839.43,3.5,,,,,,,,,45839.43,3.5,14 abr 2022
Producto 32,,,,,,,,,,,,,7078.435,3.5,,,,,,,7078.435,3.5,15 abr 2022
Producto 1,,,,,,,,,,,10316.39,3.5,,,,,,,,,10316.39,3.5,16 abr 2022
Producto 25,,,,,,,,,,,20938.855,3.5,,,,,,,,,20938.855,3.5,16 abr 2022
Producto 45,,,,,,,,,,,27334.685,3.5,,,,,,,,,27334.685,3.5,16 abr 2022
Producto 2,,,,,,,,,,,,,,,17746.855,3.5,,,,,17746.855,3.5,16 abr 2022
Producto 3,,,,,,,,,,,,,,,23199.085,3.5,,,,,23199.085,3.5,16 abr 2022
Producto 93,,,,,,,,,,,,,,,31359.405,3.5,,,,,31359.405,3.5,16 abr 2022
Producto 26,,,,,,,,,,,,,55514.445,3.5,,,,,,,55514.445,3.5,16 abr 2022
Producto 7,,,,,,,,,,,,,,,,,,,20232.275,3.5,20232.275,3.5,16 abr 2022
Producto 8,,,,,,,,,,,,,,,58490.565,7,,,,,58490.565,7,16 abr 2022
Producto 9,,,55736.17000000001,7,,,,,,,27100.185,3.5,,,,,,,,,82836.355,10.5,16 abr 2022
Producto 10,,,107196.18,10.5,,,,,,,,,,,,,,,,,107196.18,10.5,16 abr 2022
Producto 11,,,,,,,,,12232.255,3.5,10618.23,3.5,,,23976.12,7,,,,,46826.605,14,16 abr 2022
Producto 12,,,28676.83,7,,,,,30801.05,7,13655.635,3.5,,,58259.25,14,,,,,131392.765,31.5,16 abr 2022
Producto 122,,,,,,,,,,,12921.93,3.5,,,,,,,,,12921.93,3.5,16 abr 2022
Producto 13,,,,,21665.07,3.5,,,,,,,,,,,,,,,21665.07,3.5,16 abr 2022
Producto 27,,,,,,,,,,,,,,,15613.29,3.5,,,,,15613.29,3.5,16 abr 2022
Producto 69,,,,,,,,,,,45637.935,7,,,,,,,,,45637.935,7,16 abr 2022
Producto 29,,,,,,,,,,,,,,,,,33268.935,3.5,,,33268.935,3.5,16 abr 2022
Producto 30,,,,,,,,,,,24843.315,3.5,,,,,,,,,24843.315,3.5,16 abr 2022
Producto 16,,,17744.405,3.5,,,,,,,,,,,,,,,,,17744.405,3.5,16 abr 2022
Producto 17,,,,,,,,,,,91036.645,10.5,,,,,,,,,91036.645,10.5,16 abr 2022
Producto 109,,,,,,,,,6773.13,3.5,,,,,,,,,,,6773.13,3.5,16 abr 2022
